Step_ID,Track_ID,Date,Forecast_Hour,Valid_Hour_UTC,Duration,Centroid_Lon,Centroid_Lat,uh_max_mean,uh_max_max,uh_max_min,uh_max_std,uh_max_mean_dt,uh_max_max_dt,r10cmx_mean,r10cmx_max,r10cmx_min,r10cmx_std,r10cmx_mean_dt,r10cmx_max_dt,wupmax_mean,wupmax_max,wupmax_min,wupmax_std,wupmax_mean_dt,wupmax_max_dt,cqgmax_mean,cqgmax_max,cqgmax_min,cqgmax_std,cqgmax_mean_dt,cqgmax_max_dt,wdnmax_mean,wdnmax_max,wdnmax_min,wdnmax_std,wdnmax_mean_dt,wdnmax_max_dt,mlcape_mean,mlcape_max,mlcape_min,mlcape_std,mlcape_mean_dt,mlcape_max_dt,mlcins_mean,mlcins_max,mlcins_min,mlcins_std,mlcins_mean_dt,mlcins_max_dt,sblcl_mean,sblcl_max,sblcl_min,sblcl_std,sblcl_mean_dt,sblcl_max_dt,srh03_mean,srh03_max,srh03_min,srh03_std,srh03_mean_dt,srh03_max_dt,shr06_mean,shr06_max,shr06_min,shr06_std,shr06_mean_dt,shr06_max_dt,tmp700_mean,tmp700_max,tmp700_min,tmp700_std,tmp700_mean_dt,tmp700_max_dt,tmp500_mean,tmp500_max,tmp500_min,tmp500_std,tmp500_mean_dt,tmp500_max_dt,dewp2m_mean,dewp2m_max,dewp2m_min,dewp2m_std,dewp2m_mean_dt,dewp2m_max_dt,temp2m_mean,temp2m_max,temp2m_min,temp2m_std,temp2m_mean_dt,temp2m_max_dt,sph850_mean,sph850_max,sph850_min,sph850_std,sph850_mean_dt,sph850_max_dt,sph500_mean,sph500_max,sph500_min,sph500_std,sph500_mean_dt,sph500_max_dt,lllr_mean,lllr_max,lllr_min,lllr_std,lllr_mean_dt,lllr_max_dt,lr75_mean,lr75_max,lr75_min,lr75_std,lr75_mean_dt,lr75_max_dt,area,eccentricity,major_axis_length,minor_axis_length,orientation,extent,weighted_moments_hu_0,weighted_moments_hu_1,weighted_moments_hu_2,weighted_moments_hu_3,weighted_moments_hu_4,weighted_moments_hu_5,weighted_moments_hu_6,Hail_Size,Shape,Location,Scale
wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010_05,wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010,2014-06-05 02:00:00,26.00000,2.00000,6.00000,-86.23329,37.76905,9.46178,37.21869,0.00000,10.89709,-6.75754,-38.63795,50.02358,58.13262,40.30799,5.09495,-3.25868,-4.70824,7.10906,17.80895,1.00116,4.72962,-4.73369,-8.03317,18.69258,24.04968,12.16765,2.87736,-2.76757,-4.90456,-2.78242,-1.10805,-4.43298,0.96666,0.53996,0.31223,94.18953,443.31259,0.00000,99.39713,-653.45693,-1181.88223,-135.53939,-29.25662,-383.07074,72.16417,-30.82291,-28.32837,367.85149,501.04251,285.50015,62.78734,-255.04745,-568.87766,-1.01109,137.14433,-102.08492,52.07323,-122.23822,-140.69197,0.00367,0.00491,0.00254,0.00050,0.00000,-0.00014,9.05173,10.57706,7.22408,0.71948,0.05469,-0.73573,-6.15183,-4.31872,-7.58309,0.71188,-0.12098,-1.80401,70.43499,71.32699,68.38353,0.81708,-1.08181,-3.73338,71.09942,72.30324,69.02634,0.64015,-4.11898,-8.42300,13.51802,15.08927,10.39293,1.00340,0.16531,0.13601,3.49862,5.33941,1.84620,0.92700,0.16878,-0.82293,-4.47670,-3.96808,-5.17013,0.26117,0.75494,-0.29501,-5.61047,-4.71606,-6.26802,0.34622,-0.06796,-0.51773,64.00000,0.70034,10.72642,7.65660,-0.22631,0.72727,-4.75341,-11.56667,-18.67691,-19.76823,-39.25953,-25.81022,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_21_21_011_00,wrf-s4m9_arw_cqgmax_20140604-0000_21_21_011,2014-06-04 21:00:00,21.00000,21.00000,1.00000,-86.59220,38.89040,16.98057,56.66939,0.00000,14.14637,0.00000,0.00000,53.54618,69.39594,41.81525,5.83591,0.00000,0.00000,12.72746,25.92269,3.53309,5.96708,0.00000,0.00000,17.27088,20.91936,13.08204,1.93954,0.00000,0.00000,-3.73585,-2.31572,-5.25042,0.76850,0.00000,0.00000,1640.54692,2102.36597,1162.86792,201.29858,0.00000,0.00000,-4.87446,0.00000,-17.45710,5.14541,0.00000,0.00000,996.22670,1254.34534,603.62073,196.18306,0.00000,0.00000,167.74804,340.58249,71.92598,83.08183,0.00000,0.00000,0.00353,0.00425,0.00279,0.00046,0.00000,0.00000,8.93911,10.58744,7.92525,0.59058,0.00000,0.00000,-7.06382,-5.66648,-8.54356,0.58360,0.00000,0.00000,73.54514,76.06709,71.90366,1.21143,0.00000,0.00000,82.71198,86.34612,77.10811,2.49322,0.00000,0.00000,14.00617,15.10781,12.15865,0.73749,0.00000,0.00000,0.85013,3.83256,0.11656,1.01758,0.00000,0.00000,-6.56654,-5.48012,-7.48106,0.55235,0.00000,0.00000,-5.90364,-5.15210,-6.73673,0.34576,0.00000,0.00000,43.00000,0.89071,11.52576,5.23938,0.13285,0.65152,-4.30327,-9.34969,-14.53219,-15.92142,-31.14870,-20.61519,-34.63238,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_21_21_012_00,wrf-s4m9_arw_cqgmax_20140604-0000_21_21_012,2014-06-04 21:00:00,21.00000,21.00000,1.00000,-83.05197,39.03090,15.93916,52.66026,0.28778,11.30078,0.00000,0.00000,46.51015,54.96852,41.68209,3.39726,0.00000,0.00000,7.14093,16.28069,2.67682,3.11920,0.00000,0.00000,14.59157,17.74648,12.07919,1.48509,0.00000,0.00000,-2.05350,-0.99257,-3.71713,0.62963,0.00000,0.00000,775.74984,943.73315,364.55914,91.04697,0.00000,0.00000,-3.18926,-0.15666,-20.87696,4.31672,0.00000,0.00000,930.01953,1192.70667,491.64856,194.24662,0.00000,0.00000,235.55739,456.18826,93.85527,88.98529,0.00000,0.00000,0.00360,0.00497,0.00146,0.00070,0.00000,0.00000,6.31399,8.66618,4.93891,0.65777,0.00000,0.00000,-7.38604,-5.93532,-8.01305,0.50618,0.00000,0.00000,70.78352,72.80690,69.57297,0.95513,0.00000,0.00000,77.63424,82.57688,72.71803,2.70722,0.00000,0.00000,12.72603,13.86624,11.44936,0.59150,0.00000,0.00000,4.08322,4.52025,3.88162,0.15395,0.00000,0.00000,-6.68452,-5.55114,-7.45508,0.52881,0.00000,0.00000,-5.09613,-4.21548,-6.17864,0.37979,0.00000,0.00000,47.00000,0.86279,10.92329,5.52249,0.01060,0.71212,-4.30835,-9.61249,-16.71344,-18.22524,-35.69517,-23.07470,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_21_21_013_00,wrf-s4m9_arw_cqgmax_20140604-0000_21_21_013,2014-06-04 21:00:00,21.00000,21.00000,1.00000,-84.55590,39.55444,20.46343,134.94911,0.00000,25.09211,0.00000,0.00000,44.59830,51.34387,40.22671,1.90549,0.00000,0.00000,5.74630,14.87151,2.08222,2.45101,0.00000,0.00000,19.71167,26.77462,14.91463,2.81373,0.00000,0.00000,-2.27974,-1.03218,-5.03420,0.76995,0.00000,0.00000,112.83043,631.25275,0.00000,135.72508,0.00000,0.00000,-78.17104,-0.22659,-194.12083,58.78644,0.00000,0.00000,488.76097,701.58990,374.13046,80.33915,0.00000,0.00000,299.10217,745.97510,116.24101,126.83114,0.00000,0.00000,0.00466,0.00754,0.00291,0.00093,0.00000,0.00000,7.52912,9.20613,6.24953,0.60732,0.00000,0.00000,-6.21474,-4.36090,-7.46479,0.80158,0.00000,0.00000,70.14667,72.08823,68.45428,0.88680,0.00000,0.00000,71.80728,74.18272,70.34036,0.98210,0.00000,0.00000,11.69678,13.89503,9.98660,1.02847,0.00000,0.00000,4.41630,5.11368,3.33298,0.36499,0.00000,0.00000,-5.25327,-4.60909,-5.94739,0.30427,0.00000,0.00000,-5.09131,-4.38557,-5.64317,0.25263,0.00000,0.00000,111.00000,0.89653,18.18358,8.05520,0.01492,0.81618,-4.53057,-9.85538,-16.31657,-18.53363,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_22_23_014_00,wrf-s4m9_arw_cqgmax_20140604-0000_22_23_014,2014-06-04 22:00:00,22.00000,22.00000,1.00000,-85.56316,38.67341,23.60460,111.60534,0.00000,24.37706,0.00000,0.00000,53.75279,72.71549,41.55989,6.32112,0.00000,0.00000,11.85500,25.00115,1.04638,6.92201,0.00000,0.00000,19.03216,23.79240,12.63950,2.08268,0.00000,0.00000,-3.30650,-1.41962,-7.26423,1.03262,0.00000,0.00000,1230.24140,2028.87708,0.00000,393.90343,0.00000,0.00000,-15.11435,-0.78790,-156.14925,16.96828,0.00000,0.00000,822.79706,1173.70325,326.31085,226.28792,0.00000,0.00000,231.12010,593.13135,18.15953,101.85359,0.00000,0.00000,0.00386,0.00744,0.00144,0.00085,0.00000,0.00000,8.19516,11.78496,6.36165,1.15116,0.00000,0.00000,-6.85955,-2.89384,-9.42217,1.13788,0.00000,0.00000,73.37263,76.78374,71.14187,1.16439,0.00000,0.00000,78.91273,83.46446,72.77927,2.50376,0.00000,0.00000,13.47946,15.08361,9.77166,0.90086,0.00000,0.00000,3.06212,5.95570,0.26316,1.40186,0.00000,0.00000,-6.18538,-4.64163,-7.39201,0.65603,0.00000,0.00000,-5.57198,-4.59239,-7.28251,0.51209,0.00000,0.00000,197.00000,0.97997,39.36673,7.83885,-0.07375,0.57941,-3.62970,-7.41859,-16.74404,-19.37296,-41.45421,-25.07807,-37.43162,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_22_23_014_01,wrf-s4m9_arw_cqgmax_20140604-0000_22_23_014,2014-06-04 23:00:00,23.00000,23.00000,2.00000,-85.42021,38.45531,8.10400,29.39775,0.00000,6.19020,-15.50060,-82.20759,50.59394,58.48561,42.24964,4.80799,-3.15886,-14.22988,10.49379,25.75290,3.00788,6.07889,-1.36120,0.75175,18.72255,24.61195,12.65337,3.20143,-0.30961,0.81955,-3.29739,-2.27435,-4.91223,0.57978,0.00911,-0.85474,949.03271,1552.46484,117.85913,341.68350,-281.20868,-476.41223,-32.43801,-5.21245,-157.22163,33.45619,-17.32366,-4.42455,711.67795,1228.38989,352.92957,342.16682,-111.11911,54.68665,119.81705,235.20757,-197.01222,107.81560,-111.30305,-357.92378,0.00313,0.00422,0.00259,0.00034,-0.00073,-0.00322,8.50856,10.13629,7.39179,0.74123,0.31340,-1.64867,-6.98797,-4.35514,-7.94086,0.76021,-0.12842,-1.46130,72.16305,74.67485,70.71000,0.93883,-1.20957,-2.10889,76.77697,83.10658,71.34067,4.69375,-2.13576,-0.35788,13.67090,15.01395,12.19689,1.02418,0.19144,-0.06966,3.95132,5.32063,2.57491,0.55835,0.88920,-0.63507,-5.72188,-4.22916,-7.09901,0.92915,0.46349,0.41248,-5.72754,-4.72519,-6.34702,0.35848,-0.15556,-0.13280,32.00000,0.91998,10.49159,4.11228,-0.92115,0.50000,-4.27261,-9.13650,-17.37946,-19.43888,-39.85794,-26.80680,-37.85712,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_22_24_015_00,wrf-s4m9_arw_cqgmax_20140604-0000_22_24_015,2014-06-04 22:00:00,22.00000,22.00000,1.00000,-82.71853,38.63311,43.35921,108.30446,0.00000,31.91813,0.00000,0.00000,53.02591,63.88643,40.84745,5.84001,0.00000,0.00000,12.02312,25.52862,0.95993,7.76610,0.00000,0.00000,18.48762,22.94256,12.03346,2.77676,0.00000,0.00000,-3.25256,-1.17680,-5.75719,0.71090,0.00000,0.00000,575.70079,1043.39136,243.57196,197.63134,0.00000,0.00000,-10.78954,0.00000,-35.01263,8.31628,0.00000,0.00000,1215.87665,1428.52478,628.10535,187.70722,0.00000,0.00000,412.28828,585.31024,220.25542,111.41573,0.00000,0.00000,0.00382,0.00594,0.00277,0.00068,0.00000,0.00000,5.75753,8.06683,4.59261,0.66716,0.00000,0.00000,-6.90880,-4.84426,-8.31273,0.86969,0.00000,0.00000,69.22230,74.48171,66.39632,1.33925,0.00000,0.00000,78.58671,83.62256,74.58339,2.18722,0.00000,0.00000,13.01939,14.02152,10.58180,0.72803,0.00000,0.00000,4.19715,4.64492,3.77708,0.23214,0.00000,0.00000,-7.03779,-6.02273,-7.67484,0.38676,0.00000,0.00000,-4.71609,-3.54128,-5.85647,0.50937,0.00000,0.00000,59.00000,0.96074,16.65714,4.62163,0.11511,0.73750,-4.10192,-8.48390,-15.05467,-15.67239,-31.03780,-19.93402,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_22_24_015_01,wrf-s4m9_arw_cqgmax_20140604-0000_22_24_015,2014-06-04 23:00:00,23.00000,23.00000,2.00000,-82.08723,38.49483,35.92433,97.45407,0.00000,35.22692,-7.43488,-10.85039,48.36083,54.98897,37.74727,4.84374,-4.66508,-8.89746,9.24986,20.19570,1.25562,6.31264,-2.77326,-5.33292,17.93908,21.99218,12.58518,2.63915,-0.54854,-0.95038,-2.65828,-1.17053,-4.52117,0.74233,0.59428,0.00628,548.31525,882.26819,336.04208,136.75434,-27.38554,-161.12317,-17.88205,-6.08848,-35.25551,7.02491,-7.09251,-6.08848,1035.31873,1335.96240,586.78455,175.94917,-180.55792,-92.56238,307.51386,472.44174,205.24582,70.52209,-104.77442,-112.86850,0.00440,0.00628,0.00272,0.00091,0.00058,0.00034,5.39795,7.39331,3.59079,0.60480,-0.35959,-0.67352,-6.58164,-4.54451,-7.66886,0.66696,0.32715,0.29975,70.79533,74.34268,65.87080,1.13992,1.57302,-0.13903,76.85055,83.63354,74.15410,1.52678,-1.73616,0.01099,12.37692,14.02102,10.13109,1.02937,-0.64248,-0.00049,4.19358,4.51276,3.85077,0.14465,-0.00358,-0.13216,-6.85639,-5.90040,-8.06217,0.33767,0.18140,0.12232,-4.46150,-3.11198,-5.57651,0.40932,0.25458,0.42930,70.00000,0.94592,16.52763,5.36169,-0.00043,0.87500,-4.24046,-8.87813,-18.03156,-19.87232,-40.34060,0.00000,-38.84896,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_22_24_015_02,wrf-s4m9_arw_cqgmax_20140604-0000_22_24_015,2014-06-05 00:00:00,24.00000,0.00000,3.00000,-81.66270,38.42564,26.81082,117.72855,0.00000,35.29256,-9.11351,20.27448,47.18362,56.35562,38.65331,5.17216,-1.17721,1.36665,6.62262,20.99624,1.43260,5.59497,-2.62725,0.80054,16.90971,20.89675,12.03131,2.37638,-1.02937,-1.09543,-2.29481,-1.38329,-3.94266,0.70002,0.36347,-0.21276,446.94808,688.85266,243.10818,111.26998,-101.36717,-193.41553,-21.31056,-7.76206,-37.63179,6.71314,-3.42851,-1.67358,773.63457,1065.14197,404.18176,175.38189,-261.68417,-270.82043,307.22471,486.15637,158.65991,75.59928,-0.28915,13.71463,0.00380,0.00534,0.00226,0.00057,-0.00060,-0.00094,5.77724,8.72551,4.38330,0.89681,0.37929,1.33220,-6.75656,-5.57478,-7.89697,0.65241,-0.17491,-1.03027,71.49746,73.21609,69.10742,1.09493,0.70213,-1.12659,73.80442,77.85391,72.35086,0.96045,-3.04613,-5.77963,12.67797,13.93521,10.39250,0.89669,0.30105,-0.08581,4.22071,4.50653,3.92166,0.15342,0.02713,-0.00623,-6.16587,-5.02373,-7.13242,0.38799,0.69052,0.87667,-4.65907,-3.79488,-5.94057,0.48647,-0.19756,-0.68290,52.00000,0.93168,13.61971,4.94770,0.10623,0.80000,-4.22774,-8.94188,-15.24973,-16.00651,-31.63503,-20.50453,-35.20323,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016_00,wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016,2014-06-04 23:00:00,23.00000,23.00000,1.00000,-90.33977,38.15920,16.69736,39.52403,0.00383,13.56871,0.00000,0.00000,57.44904,69.93280,45.11546,5.77445,0.00000,0.00000,14.49544,29.08480,1.98603,9.91830,0.00000,0.00000,14.90133,17.63380,12.18016,1.72431,0.00000,0.00000,-4.37666,-2.54126,-8.85672,1.39260,0.00000,0.00000,3421.33917,3847.65894,2966.97778,195.74450,0.00000,0.00000,-10.32796,-0.65092,-24.08895,5.03889,0.00000,0.00000,1263.21650,1312.32520,1208.10876,27.87999,0.00000,0.00000,110.52300,121.48399,102.53807,5.43534,0.00000,0.00000,0.00372,0.00385,0.00360,0.00007,0.00000,0.00000,10.79739,11.12935,10.40071,0.21436,0.00000,0.00000,-7.55660,-7.43693,-7.80744,0.08078,0.00000,0.00000,76.19920,78.41037,74.95457,0.91711,0.00000,0.00000,89.59659,90.79910,86.17139,1.13418,0.00000,0.00000,15.08039,16.22161,13.96403,0.58047,0.00000,0.00000,2.61106,2.69873,2.54825,0.03877,0.00000,0.00000,-7.10675,-6.34456,-7.44363,0.24303,0.00000,0.00000,-6.73603,-6.59703,-6.84436,0.06871,0.00000,0.00000,22.00000,0.87320,8.06677,3.93143,0.01733,0.48889,-4.16725,-9.27780,-14.01236,-15.69605,-30.64868,-20.39096,-31.41133,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016_01,wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016,2014-06-05 00:00:00,24.00000,0.00000,2.00000,-90.36987,38.00278,19.63863,66.14744,0.00000,16.16768,2.94128,26.62341,56.41328,68.33015,48.16542,4.03858,-1.03576,-1.60265,18.96404,32.86001,2.98683,8.04498,4.46860,3.77521,17.75278,24.57650,13.66114,2.04280,2.85144,6.94270,-5.47398,-2.50927,-10.45571,1.66006,-1.09732,0.03199,3209.10980,3785.47412,2584.11865,247.74805,-212.22937,-62.18481,-11.69014,-0.18029,-34.52381,6.41771,-1.36218,0.47062,1197.32678,1416.70715,761.39569,157.90002,-65.88972,104.38196,107.96838,155.26047,70.94830,17.73097,-2.55462,33.77648,0.00374,0.00554,0.00202,0.00076,0.00002,0.00168,10.18580,12.29626,8.28588,0.82760,-0.61159,1.16691,-7.85561,-6.60952,-9.61136,0.50040,-0.29901,0.82742,76.01168,80.18609,73.63368,1.52822,-0.18752,1.77572,84.21804,88.77921,80.25014,2.23819,-5.37856,-2.01989,15.34268,16.98546,13.06613,0.80825,0.26229,0.76385,2.57770,4.40786,1.76623,0.42853,-0.03335,1.70913,-6.43641,-5.07182,-7.66845,0.52274,0.67034,1.27275,-6.64048,-6.00185,-7.67694,0.30122,0.09555,0.59517,119.00000,0.97936,27.82333,5.62335,-0.03796,0.73457,-3.71384,-7.58300,-13.78214,-14.08120,-28.01336,-17.88448,-31.48640,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016_02,wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016,2014-06-05 01:00:00,25.00000,1.00000,3.00000,-90.15034,37.83725,8.13929,60.93374,0.00000,11.21656,-11.49934,-5.21370,53.29470,63.13437,44.08616,3.68192,-3.11858,-5.19578,12.98384,31.32058,1.26255,7.69026,-5.98020,-1.53943,17.60078,21.00720,13.64485,1.55065,-0.15200,-3.56930,-4.96493,-2.23153,-11.46080,1.45787,0.50905,0.27774,2371.45137,3678.21216,686.24536,744.43883,-837.65842,-107.26196,-53.50916,-3.20813,-232.27234,52.09530,-41.81902,-3.02784,750.45436,1331.80872,269.78769,315.12791,-446.87243,-84.89844,58.34164,186.01804,-61.70279,47.89191,-49.62674,30.75757,0.00403,0.00638,0.00171,0.00087,0.00029,0.00084,9.85392,12.93295,7.76395,1.06225,-0.33188,0.63669,-7.50163,-1.98936,-9.06737,1.31098,0.35398,4.62016,75.13178,78.14994,71.28046,1.41615,-0.87990,-2.03615,78.96021,84.97997,75.24054,2.56787,-5.25782,-3.79924,14.78011,16.89037,9.70478,1.59192,-0.56257,-0.09509,3.32643,6.28339,1.83359,0.90931,0.74873,1.87553,-5.58174,-4.27951,-6.97989,0.67604,0.85467,0.79231,-6.40248,-4.72273,-8.13941,0.55833,0.23800,1.27912,138.00000,0.90967,20.80166,8.63948,0.10693,0.73016,-4.34487,-9.38431,-15.81296,-17.12032,-33.68439,-22.18308,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016_03,wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016,2014-06-05 02:00:00,26.00000,2.00000,4.00000,-90.05147,37.59037,10.90519,52.86992,0.00000,13.92316,2.76589,-8.06382,51.54470,60.15968,41.38775,4.76297,-1.75001,-2.97470,11.54865,32.48028,1.75709,7.97010,-1.43519,1.15970,18.10117,21.63459,13.30136,1.81451,0.50039,0.62738,-4.05364,-2.19157,-7.32431,1.20437,0.91130,0.03996,2016.51580,3255.97485,75.67304,704.53540,-354.93558,-422.23730,-47.24911,-0.50553,-190.13522,36.13758,6.26005,2.70260,564.19843,1144.07910,267.58786,240.03877,-186.25593,-187.72961,89.18986,230.42508,-3.58869,43.12209,30.84822,44.40704,0.00395,0.00646,0.00226,0.00072,-0.00008,0.00008,10.06699,12.63205,8.14755,0.77102,0.21307,-0.30090,-6.68649,-0.33771,-8.65338,1.35180,0.81514,1.65165,74.58852,77.36260,71.87553,1.27814,-0.54326,-0.78734,77.16010,84.85940,72.69968,2.98771,-1.80011,-0.12057,14.95236,16.62264,11.19227,1.11762,0.17225,-0.26774,3.61018,7.05933,1.60232,1.04125,0.28375,0.77594,-5.21700,-4.34216,-6.26498,0.48803,0.36474,-0.06265,-6.17363,-4.44566,-7.22448,0.50855,0.22885,0.27707,117.00000,0.96517,25.03157,6.54879,0.26724,0.53182,-3.91988,-8.10609,-15.69193,-16.33232,-32.36534,-20.67875,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016_04,wrf-s4m9_arw_cqgmax_20140604-0000_23_27_016,2014-06-05 03:00:00,27.00000,3.00000,5.00000,-89.36463,37.32871,6.42553,24.05267,0.00000,6.96696,-4.47966,-28.81725,50.41661,59.07148,40.34678,4.59539,-1.12809,-1.08820,12.03972,29.94896,0.85282,8.37442,0.49107,-2.53132,17.45122,23.80688,12.32223,2.97150,-0.64995,2.17229,-3.91981,-1.56963,-10.13538,1.57732,0.13383,0.62194,2263.88567,3351.82959,886.83148,634.44488,247.36987,95.85474,-73.10727,-4.02616,-228.42441,58.04941,-25.85816,-3.52063,368.95187,871.38208,185.74945,190.34951,-195.24656,-272.69702,36.49172,153.68303,-108.89796,59.92186,-52.69814,-76.74205,0.00367,0.00502,0.00230,0.00051,-0.00028,-0.00144,10.56546,12.52410,8.67843,0.81415,0.49847,-0.10794,-7.39117,-2.54874,-9.31591,1.18609,-0.70468,-2.21103,75.33197,76.81741,73.63472,0.90364,0.74345,-0.54520,77.29033,82.55848,74.04770,2.09693,0.13023,-2.30092,14.53885,16.78950,8.73254,1.90793,-0.41351,0.16687,3.53461,6.00693,2.46110,0.73577,-0.07558,-1.05240,-4.89038,-3.94358,-5.88666,0.48040,0.32662,0.39858,-6.61169,-4.96204,-7.59981,0.49977,-0.43806,-0.51637,94.00000,0.94066,18.90475,6.41547,0.20925,0.65278,-4.24251,-8.91511,-18.56028,-20.19418,-39.78796,-25.56849,-40.09415,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017_00,wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017,2014-06-04 23:00:00,23.00000,23.00000,1.00000,-89.03636,38.51269,2.26373,19.33905,0.00000,4.23866,0.00000,0.00000,47.18386,63.70877,41.42497,5.34182,0.00000,0.00000,6.84627,22.42979,1.65197,5.31251,0.00000,0.00000,14.98258,17.69746,12.03539,1.61694,0.00000,0.00000,-3.36327,-1.50871,-5.58674,1.07779,0.00000,0.00000,1864.32112,2919.23975,1375.09827,395.53608,0.00000,0.00000,-66.50215,-6.12471,-127.75753,32.05483,0.00000,0.00000,619.68183,1152.86292,438.83539,181.41962,0.00000,0.00000,89.99000,213.07541,9.82972,50.27909,0.00000,0.00000,0.00355,0.00456,0.00248,0.00052,0.00000,0.00000,10.20753,11.71190,9.25527,0.63976,0.00000,0.00000,-7.14482,-6.31860,-8.61453,0.50896,0.00000,0.00000,73.32982,75.56876,72.09746,0.79481,0.00000,0.00000,78.16881,86.96757,75.07607,2.93105,0.00000,0.00000,15.10425,16.08443,13.41253,0.71174,0.00000,0.00000,2.15648,4.50469,0.78222,0.99735,0.00000,0.00000,-5.25928,-4.50370,-7.16202,0.60473,0.00000,0.00000,-6.38408,-5.80520,-7.33951,0.35947,0.00000,0.00000,42.00000,0.60944,10.19441,8.08243,0.87469,0.46667,-4.08164,-11.29809,-13.03276,-15.28764,-30.17434,0.00000,-29.58104,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017_01,wrf-s4m9_arw_cqgmax_20140604-0000_23_29_017,2014-06-05 00:00:00,24.00000,0.00000,2.00000,-88.09788,38.14532,11.86084,59.20306,0.00000,14.45775,9.59711,39.86401,51.06575,66.79707,41.13908,4.68878,3.88189,3.08829,10.80673,34.51782,1.02213,8.94264,3.96047,12.08803,15.32332,23.06399,12.02165,1.77058,0.34074,5.36653,-3.70391,-1.26048,-6.95965,1.27899,-0.34063,0.24824,2349.84838,3111.12988,796.12866,528.96539,485.52726,191.89014,-23.58307,-0.21350,-103.22865,21.45254,42.91908,5.91121,744.91637,1242.84875,249.16219,340.75888,125.23455,89.98584,146.72899,312.85287,55.14420,43.24878,56.73899,99.77747,0.00376,0.00494,0.00211,0.00051,0.00021,0.00038,9.65325,12.26338,8.52223,0.74893,-0.55428,0.55148,-6.97047,-2.97856,-8.34065,0.72846,0.17435,3.34004,75.05912,76.39476,72.75230,0.82137,1.72930,0.82600,82.18940,87.63609,75.42703,4.61550,4.02059,0.66852,14.99272,16.43400,13.34696,0.81162,-0.11153,0.34957,2.04769,5.94073,1.09943,0.80808,-0.10879,1.43604,-6.12323,-4.66672,-7.44725,0.93214,-0.86395,-0.16301,-6.11930,-5.21694,-7.45501,0.37411,0.26479,0.58825,119.00000,0.91981,21.76490,8.53955,-0.08867,0.51739,-4.00157,-8.64735,-13.91462,-14.18945,-28.24773,-18.52318,-30.43659,0.00000,0.00000,0.00000,0.00000
