Step_ID,Track_ID,Date,Forecast_Hour,Valid_Hour_UTC,Duration,Centroid_Lon,Centroid_Lat,uh_max_mean,uh_max_max,uh_max_min,uh_max_std,uh_max_mean_dt,uh_max_max_dt,r10cmx_mean,r10cmx_max,r10cmx_min,r10cmx_std,r10cmx_mean_dt,r10cmx_max_dt,wupmax_mean,wupmax_max,wupmax_min,wupmax_std,wupmax_mean_dt,wupmax_max_dt,cqgmax_mean,cqgmax_max,cqgmax_min,cqgmax_std,cqgmax_mean_dt,cqgmax_max_dt,wdnmax_mean,wdnmax_max,wdnmax_min,wdnmax_std,wdnmax_mean_dt,wdnmax_max_dt,mlcape_mean,mlcape_max,mlcape_min,mlcape_std,mlcape_mean_dt,mlcape_max_dt,mlcins_mean,mlcins_max,mlcins_min,mlcins_std,mlcins_mean_dt,mlcins_max_dt,sblcl_mean,sblcl_max,sblcl_min,sblcl_std,sblcl_mean_dt,sblcl_max_dt,srh03_mean,srh03_max,srh03_min,srh03_std,srh03_mean_dt,srh03_max_dt,shr06_mean,shr06_max,shr06_min,shr06_std,shr06_mean_dt,shr06_max_dt,tmp700_mean,tmp700_max,tmp700_min,tmp700_std,tmp700_mean_dt,tmp700_max_dt,tmp500_mean,tmp500_max,tmp500_min,tmp500_std,tmp500_mean_dt,tmp500_max_dt,dewp2m_mean,dewp2m_max,dewp2m_min,dewp2m_std,dewp2m_mean_dt,dewp2m_max_dt,temp2m_mean,temp2m_max,temp2m_min,temp2m_std,temp2m_mean_dt,temp2m_max_dt,sph850_mean,sph850_max,sph850_min,sph850_std,sph850_mean_dt,sph850_max_dt,sph500_mean,sph500_max,sph500_min,sph500_std,sph500_mean_dt,sph500_max_dt,lllr_mean,lllr_max,lllr_min,lllr_std,lllr_mean_dt,lllr_max_dt,lr75_mean,lr75_max,lr75_min,lr75_std,lr75_mean_dt,lr75_max_dt,area,eccentricity,major_axis_length,minor_axis_length,orientation,extent,weighted_moments_hu_0,weighted_moments_hu_1,weighted_moments_hu_2,weighted_moments_hu_3,weighted_moments_hu_4,weighted_moments_hu_5,weighted_moments_hu_6,Hail_Size,Shape,Location,Scale
wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007_00,wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007,2014-06-04 19:00:00,19.00000,19.00000,1.00000,-84.34398,39.11250,41.68725,88.96510,0.97605,26.46575,0.00000,0.00000,51.88299,56.15073,42.16331,3.57402,0.00000,0.00000,9.55354,22.09953,1.79225,6.77211,0.00000,0.00000,15.62296,18.61278,13.20321,1.49570,0.00000,0.00000,-2.05446,-0.81885,-3.34510,0.77687,0.00000,0.00000,1092.96733,1260.46826,944.89838,80.32415,0.00000,0.00000,-2.37931,0.00000,-6.02715,1.99492,0.00000,0.00000,716.00614,754.46960,651.40588,31.57830,0.00000,0.00000,234.39629,289.17249,183.11604,27.00971,0.00000,0.00000,0.00443,0.00487,0.00413,0.00020,0.00000,0.00000,6.88893,7.37060,5.62482,0.49175,0.00000,0.00000,-8.74090,-7.79231,-9.52923,0.47087,0.00000,0.00000,71.28915,73.00257,69.89442,1.12405,0.00000,0.00000,78.76531,80.51140,76.66909,1.21555,0.00000,0.00000,11.81530,13.16605,10.59780,0.75446,0.00000,0.00000,3.58359,3.80513,3.35995,0.13100,0.00000,0.00000,-6.64695,-6.20819,-7.15217,0.25242,0.00000,0.00000,-5.83138,-5.27202,-6.20417,0.27759,0.00000,0.00000,20.00000,0.86617,9.14687,4.57107,0.49387,0.41667,-3.86177,-8.69105,-13.50804,-15.77024,0.00000,0.00000,-30.62761,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007_01,wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007,2014-06-04 20:00:00,20.00000,20.00000,2.00000,-83.87514,39.04480,30.82633,150.56448,0.00000,34.03441,-10.86091,61.59938,49.54631,61.62434,39.73963,6.04021,-2.33668,5.47360,8.92668,29.14436,1.36906,6.45629,-0.62686,7.04482,18.69037,24.79214,12.00975,3.10123,3.06742,6.17936,-2.67155,-1.41398,-5.56715,0.71604,-0.61709,-0.59513,945.90934,1502.02148,526.41901,163.99940,-147.05799,241.55322,-8.87137,0.00000,-36.95940,8.86717,-6.49206,0.00000,877.41325,1097.73633,650.08960,86.11353,161.40711,343.26672,281.17515,649.15222,139.73463,92.88103,46.77886,359.97974,0.00395,0.00538,0.00299,0.00045,-0.00049,0.00050,6.17638,8.76507,4.90506,0.59816,-0.71255,1.39448,-7.70511,-5.40909,-8.96952,0.61737,1.03580,2.38322,71.96920,74.65282,70.53487,0.79473,0.68005,1.65025,78.15137,81.96609,74.44733,1.78295,-0.61395,1.45470,11.94167,14.22996,9.81645,0.98642,0.12637,1.06391,3.95509,4.48400,3.55858,0.19575,0.37149,0.67887,-6.96334,-5.75556,-7.69677,0.39241,-0.31639,0.45263,-5.17278,-4.00416,-5.92777,0.34885,0.65859,1.26787,114.00000,0.63448,14.02281,10.83874,-0.25025,0.74026,-4.73221,-12.11257,-15.86829,-21.23913,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007_02,wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007,2014-06-04 21:00:00,21.00000,21.00000,3.00000,-84.70286,38.79011,43.26405,123.52486,0.38765,31.92223,12.43772,-27.03962,54.00776,73.87856,41.48420,8.13756,4.46145,12.25423,12.34561,25.22284,1.78819,6.24205,3.41893,-3.92152,17.44278,22.86242,12.22950,2.95070,-1.24759,-1.92973,-3.59552,-1.90472,-6.62816,0.96586,-0.92397,-0.49074,907.98306,1535.37000,3.51051,348.19123,-37.92627,33.34851,-13.51616,-0.42759,-148.13499,23.56065,-4.64479,-0.42759,963.29506,1287.30115,409.12906,232.41395,85.88182,189.56482,321.60862,751.48120,138.21779,147.22509,40.43347,102.32898,0.00372,0.00643,0.00160,0.00083,-0.00023,0.00106,7.49116,10.94924,5.78088,1.08377,1.31478,2.18416,-6.84983,-3.45649,-8.43515,1.16670,0.85528,1.95260,72.82952,77.28867,70.25967,1.75284,0.86032,2.63584,79.89273,84.85583,73.93207,2.80771,1.74137,2.88973,12.91116,14.93972,10.04718,1.27210,0.96949,0.70976,4.22846,5.66310,3.09427,0.46410,0.27337,1.17911,-6.65574,-4.59189,-7.94742,0.80853,0.30761,1.16368,-5.32340,-3.68074,-6.05777,0.43944,-0.15062,0.32342,70.00000,0.91774,15.03353,5.97118,-0.10867,0.66667,-4.36981,-9.32802,-17.17825,-17.74093,-35.20228,-22.40612,-38.02810,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007_03,wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007,2014-06-04 22:00:00,22.00000,22.00000,4.00000,-83.63754,38.54250,30.36497,93.30193,0.00000,27.79338,-12.89907,-30.22294,51.28625,65.53868,42.09357,4.62761,-2.72151,-8.33988,9.57102,23.60768,0.93069,6.39545,-2.77458,-1.61516,20.92490,26.71374,12.86698,2.58139,3.48212,3.85133,-2.29249,-0.94837,-3.86172,0.63137,1.30304,0.95635,619.58133,1172.77808,135.86153,194.72075,-288.40173,-362.59192,-14.35886,-0.60269,-71.82780,14.60731,-0.84270,-0.17510,1047.83158,1559.01501,461.72144,358.05850,84.53652,271.71387,322.73564,771.98553,132.22716,116.67430,1.12702,20.50433,0.00393,0.00587,0.00178,0.00095,0.00021,-0.00056,6.74739,8.82323,5.59011,0.68125,-0.74376,-2.12601,-6.82981,-4.72963,-7.83932,0.66224,0.02002,-1.27314,70.50070,78.43954,67.11011,2.01894,-2.32881,1.15087,78.38081,83.19404,73.17357,3.15530,-1.51192,-1.66179,12.45420,14.02263,10.62672,0.80249,-0.45697,-0.91710,4.00739,4.77480,2.52246,0.43227,-0.22107,-0.88830,-6.74730,-5.07636,-7.77990,0.80401,-0.09156,-0.48448,-5.03894,-4.01224,-6.16968,0.31199,0.28446,-0.33150,120.00000,0.97768,29.23636,6.14301,0.23592,0.45977,-3.81453,-7.80620,-14.20883,-14.79445,-29.30481,-18.76569,-31.32530,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007_04,wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007,2014-06-04 23:00:00,23.00000,23.00000,5.00000,-82.87576,38.30661,26.19604,107.43030,0.00000,27.33871,-4.16894,14.12837,50.07282,59.38425,40.96515,4.96572,-1.21343,-6.15443,9.64375,23.27596,1.64141,5.95697,0.07273,-0.33172,19.92788,23.32005,13.25543,2.50899,-0.99703,-3.39369,-2.69238,-1.39238,-4.50751,0.67704,-0.39989,-0.44401,667.74264,1003.26233,130.48485,186.30641,48.16131,-169.51575,-11.21054,-5.61877,-33.96875,4.94438,3.14831,-5.01608,1158.52828,1365.48889,603.57788,170.97158,110.69670,-193.52612,274.80201,482.05432,179.18883,54.24843,-47.93363,-289.93121,0.00410,0.00669,0.00272,0.00060,0.00016,0.00082,6.37060,8.45668,5.52181,0.58194,-0.37680,-0.36655,-7.27556,-5.00595,-8.47014,0.67955,-0.44576,-0.27632,71.77283,75.81595,68.41331,1.60546,1.27212,-2.62359,77.85482,81.38860,73.26937,1.85637,-0.52600,-1.80544,12.81205,14.02504,10.96465,0.60719,0.35785,0.00242,4.08948,5.03652,3.72287,0.21154,0.08209,0.26173,-6.71229,-5.52959,-7.28388,0.41646,0.03501,-0.45323,-5.07825,-4.24149,-5.96649,0.32509,-0.03931,-0.22925,107.00000,0.94123,20.67517,6.98314,0.14946,0.66875,-4.23611,-8.91464,-15.46371,-16.37007,-32.30950,-20.90392,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007_05,wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007,2014-06-05 00:00:00,24.00000,0.00000,6.00000,-82.33121,38.10250,24.88347,86.50987,0.00000,24.37333,-1.31257,-20.92043,50.25579,57.65724,40.75085,4.89677,0.18297,-1.72701,8.96794,22.12952,1.55657,5.66979,-0.67581,-1.14644,17.44541,22.70686,12.05274,2.37510,-2.48247,-0.61319,-2.62648,-1.40505,-4.79095,0.63099,0.06590,-0.01267,571.92018,999.10443,0.00000,212.48110,-95.82247,-4.15790,-36.62895,-1.03600,-562.61346,86.70623,-25.41840,4.58278,999.37760,1407.77026,382.36200,321.71696,-159.15068,42.28137,241.57952,394.44077,22.70730,88.94627,-33.22249,-87.61356,0.00420,0.00639,0.00114,0.00099,0.00010,-0.00030,6.85860,9.81193,4.92484,1.03009,0.48801,1.35526,-6.98341,-4.12231,-8.45912,0.92105,0.29216,0.88364,71.24053,74.97292,67.82565,1.77897,-0.53229,-0.84303,76.21734,80.48656,70.75817,2.25107,-1.63747,-0.90203,12.58081,13.95017,8.64289,0.94009,-0.23124,-0.07488,4.19407,5.39061,3.45235,0.36047,0.10459,0.35409,-6.28161,-4.40364,-7.19698,0.57743,0.43068,1.12596,-5.14261,-4.06597,-6.24256,0.51919,-0.06436,0.17551,145.00000,0.68556,17.73501,12.91144,0.34983,0.65611,-4.45750,-11.36345,-15.79444,-16.45869,-32.61547,-22.86791,-34.00356,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007_06,wrf-s4m9_arw_cqgmax_20140604-0000_19_25_007,2014-06-05 01:00:00,25.00000,1.00000,7.00000,-81.90204,37.79539,20.87558,61.85254,0.00000,20.85647,-4.00789,-24.65733,47.43842,61.43223,41.61158,4.82134,-2.81737,3.77499,6.59788,14.64547,0.83741,3.92735,-2.37006,-7.48405,18.09382,23.01577,12.37439,2.94595,0.64841,0.30890,-2.24370,-0.83910,-4.04928,0.60731,0.38278,0.56595,273.72100,644.06586,0.00000,133.89996,-298.19917,-355.03857,-37.42135,-0.03225,-216.93758,40.19207,-0.79240,1.00375,1051.37597,1453.16528,372.36078,408.40446,51.99837,45.39502,227.40928,499.37869,10.75979,91.09104,-14.17024,104.93793,0.00430,0.00710,0.00153,0.00112,0.00010,0.00071,6.71058,8.58775,4.93309,0.77406,-0.14803,-1.22418,-6.74143,-5.40163,-8.65486,0.69405,0.24198,-1.27931,68.00641,73.53371,65.27753,1.79629,-3.23412,-1.43921,73.02202,76.18047,67.95935,2.49107,-3.19532,-4.30609,11.88029,13.77191,9.80108,0.95280,-0.70052,-0.17826,4.30247,4.86950,3.55009,0.29809,0.10840,-0.52111,-6.09465,-4.48689,-7.07038,0.72371,0.18696,-0.08325,-5.00248,-4.02064,-6.05228,0.44343,0.14013,0.04533,107.00000,0.92599,19.06838,7.19907,0.17279,0.74306,-4.37989,-9.31187,-17.12324,-18.26245,-35.95722,-22.95254,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_21_008_00,wrf-s4m9_arw_cqgmax_20140604-0000_19_21_008,2014-06-04 19:00:00,19.00000,19.00000,1.00000,-86.81528,39.39198,16.26182,72.37367,0.00000,17.18015,0.00000,0.00000,49.77428,69.58865,38.46392,6.61223,0.00000,0.00000,9.03518,25.73828,2.07050,5.89638,0.00000,0.00000,18.68627,26.89295,12.13095,4.00187,0.00000,0.00000,-3.10942,-0.88665,-6.28410,1.19557,0.00000,0.00000,1307.19894,2150.21729,811.53217,245.71729,0.00000,0.00000,-13.92284,0.00000,-44.92611,11.11535,0.00000,0.00000,779.28721,999.43176,463.78348,154.20215,0.00000,0.00000,376.52785,664.08392,279.06030,62.82590,0.00000,0.00000,0.00429,0.00528,0.00345,0.00039,0.00000,0.00000,8.48202,9.88636,7.28287,0.54273,0.00000,0.00000,-6.75576,-6.08560,-7.70073,0.36110,0.00000,0.00000,73.65846,76.50539,71.15544,1.12294,0.00000,0.00000,80.00738,84.06718,75.54134,2.49355,0.00000,0.00000,12.08180,14.82107,10.60265,0.88857,0.00000,0.00000,1.41316,4.58073,0.11127,1.17046,0.00000,0.00000,-6.31316,-5.53577,-7.08445,0.37572,0.00000,0.00000,-5.62935,-5.07911,-6.29837,0.27698,0.00000,0.00000,103.00000,0.93587,19.86058,6.99782,-0.12510,0.73571,-4.26565,-8.98087,-14.59459,-14.97392,-29.75911,-19.50098,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_21_008_01,wrf-s4m9_arw_cqgmax_20140604-0000_19_21_008,2014-06-04 20:00:00,20.00000,20.00000,2.00000,-86.25672,39.24731,21.70319,75.08482,0.00000,22.37908,5.44137,2.71115,51.24056,66.03715,40.15126,5.43659,1.46628,-3.55150,10.43506,26.80214,1.07088,7.08727,1.39988,1.06385,19.11167,25.42430,12.29300,3.18880,0.42540,-1.46866,-2.99706,-1.16186,-5.79581,1.02880,0.11237,-0.27521,1336.92850,2133.12866,407.73080,441.16072,29.72955,-17.08862,-13.05847,0.00000,-92.33417,21.52801,0.86437,0.00000,792.50734,972.98602,507.20844,100.64805,13.22013,-26.44574,348.94604,480.81915,202.98155,71.57396,-27.58181,-183.26477,0.00370,0.00489,0.00230,0.00062,-0.00059,-0.00039,7.70416,9.26414,5.97098,0.84199,-0.77786,-0.62222,-6.80872,-5.72413,-8.94702,0.72319,-0.05296,0.36146,74.17959,76.42876,70.95697,1.08940,0.52113,-0.07663,80.12051,83.66722,74.76538,1.74471,0.11313,-0.39996,12.49180,14.77762,9.82469,1.39904,0.41000,-0.04346,2.89320,4.58999,0.25426,1.15448,1.48004,0.00927,-6.60067,-5.12656,-7.62146,0.52686,-0.28751,0.40921,-5.37293,-4.49939,-6.05233,0.32650,0.25642,0.57972,119.00000,0.87539,18.91642,9.14467,0.35733,0.55093,-4.41919,-9.70544,-16.55935,-20.38240,0.00000,0.00000,-41.07001,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_19_21_008_02,wrf-s4m9_arw_cqgmax_20140604-0000_19_21_008,2014-06-04 21:00:00,21.00000,21.00000,3.00000,-85.70877,38.93969,22.25497,124.77319,0.00000,30.12723,0.55179,49.68837,51.17574,68.49464,40.25707,7.59525,-0.06482,2.45749,10.16496,25.48548,0.82054,7.60862,-0.27009,-1.31665,20.01235,25.27077,13.05084,2.72122,0.90068,-0.15353,-3.00072,-1.33280,-5.99222,0.99827,-0.00366,-0.17094,1263.27073,1879.18054,939.23529,210.57632,-73.65777,-253.94812,-8.85516,-0.02219,-37.17509,7.18367,4.20331,-0.02219,900.87334,1227.32959,478.08078,195.09339,108.36599,254.34357,270.79673,369.96674,102.48608,52.71406,-78.14931,-110.85242,0.00398,0.00544,0.00251,0.00055,0.00027,0.00056,7.99336,10.24077,6.00746,0.96690,0.28920,0.97663,-6.19267,-4.82343,-7.46805,0.57556,0.61605,0.90070,73.65477,75.42747,71.42818,0.91294,-0.52482,-1.00129,80.01234,84.36990,76.54429,1.98371,-0.10817,0.70268,12.96860,14.73803,11.38514,0.83428,0.47680,-0.03959,2.90500,5.06621,0.68445,1.26481,0.01180,0.47622,-6.45437,-5.74055,-7.39229,0.36943,0.14630,-0.61399,-5.24284,-4.28222,-6.27917,0.48533,0.13009,0.21718,122.00000,0.71147,16.01177,11.25171,0.58833,0.55204,-4.60410,-11.36310,-14.81699,-18.48937,-37.10162,-24.93206,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_20_20_009_00,wrf-s4m9_arw_cqgmax_20140604-0000_20_20_009,2014-06-04 20:00:00,20.00000,20.00000,1.00000,-85.03128,38.83720,51.42728,173.84836,0.00000,56.78307,0.00000,0.00000,50.56223,67.62611,37.39917,6.44188,0.00000,0.00000,10.98237,28.20464,1.87496,8.61426,0.00000,0.00000,20.20206,30.37901,12.33951,4.48451,0.00000,0.00000,-3.08536,-1.16128,-7.33376,1.19739,0.00000,0.00000,916.12060,1401.46924,347.50278,298.41936,0.00000,0.00000,-13.58899,0.00000,-45.81763,12.53255,0.00000,0.00000,1096.00838,1249.84863,969.53027,70.07601,0.00000,0.00000,368.36634,413.91513,277.65356,25.13684,0.00000,0.00000,0.00504,0.00577,0.00379,0.00045,0.00000,0.00000,6.56313,7.51027,5.76652,0.41509,0.00000,0.00000,-7.26769,-6.14928,-8.42048,0.74411,0.00000,0.00000,72.02695,73.75179,70.13223,0.93272,0.00000,0.00000,82.93527,85.11890,76.61993,1.62569,0.00000,0.00000,12.08847,13.89961,10.63315,0.82326,0.00000,0.00000,3.41795,4.56561,2.12676,0.60622,0.00000,0.00000,-7.50311,-6.67742,-8.02858,0.25415,0.00000,0.00000,-5.12852,-4.82644,-5.47497,0.17367,0.00000,0.00000,86.00000,0.90623,16.17642,6.83926,-0.01231,0.72269,-4.58215,-9.81445,-17.89711,-20.80030,-40.45116,-26.05521,-40.54432,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010_00,wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010,2014-06-04 21:00:00,21.00000,21.00000,1.00000,-87.32998,38.86202,10.72543,31.88787,0.00000,7.69009,0.00000,0.00000,52.51757,72.70107,40.71853,6.57203,0.00000,0.00000,11.26250,28.58875,1.56732,7.34400,0.00000,0.00000,16.94953,20.94763,12.16509,2.28676,0.00000,0.00000,-3.43179,-1.41242,-6.02969,1.10126,0.00000,0.00000,2068.04165,2625.34375,1037.26550,273.09710,0.00000,0.00000,-8.36523,-0.08639,-25.60919,6.96668,0.00000,0.00000,907.67871,1104.02258,609.40356,159.63260,0.00000,0.00000,123.65524,210.13548,5.08854,43.50603,0.00000,0.00000,0.00330,0.00408,0.00196,0.00052,0.00000,0.00000,9.16110,10.84116,8.08619,0.58733,0.00000,0.00000,-7.49338,-6.27197,-9.55332,0.65486,0.00000,0.00000,74.76565,77.13178,72.14827,1.18592,0.00000,0.00000,83.28486,86.55173,77.02702,2.92018,0.00000,0.00000,13.65593,15.39180,11.62781,0.93615,0.00000,0.00000,1.45717,3.42125,0.47029,0.80509,0.00000,0.00000,-6.52691,-5.05566,-7.46873,0.61006,0.00000,0.00000,-6.14655,-5.45494,-7.49578,0.40227,0.00000,0.00000,57.00000,0.80903,12.97529,7.62647,0.96052,0.57000,-4.22495,-9.81390,-15.27680,-17.73049,-34.33677,-23.32897,-35.07628,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010_01,wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010,2014-06-04 22:00:00,22.00000,22.00000,2.00000,-87.01066,38.55103,19.15586,48.34204,0.00000,16.73830,8.43043,16.45417,53.38509,61.58139,41.64632,4.83911,0.86752,-11.11967,14.91362,28.50529,1.47374,8.35309,3.65111,-0.08346,17.21545,22.57895,12.44011,2.57643,0.26592,1.63133,-3.99435,-0.90220,-9.02563,1.47161,-0.56256,0.51022,2156.32663,2481.16895,1248.81482,210.34726,88.28498,-144.17480,-3.20512,0.00000,-19.34609,4.06541,5.16011,0.08639,1015.90345,1193.04297,550.53857,173.87140,108.22475,89.02039,154.30401,254.32051,37.76239,51.24441,30.64877,44.18503,0.00322,0.00475,0.00153,0.00081,-0.00008,0.00067,8.66339,9.58669,7.73501,0.48706,-0.49771,-1.25447,-7.16831,-3.50958,-8.40751,0.79676,0.32507,2.76238,75.21211,77.10135,73.90520,0.74268,0.44646,-0.03043,84.97060,87.77232,78.24063,2.37548,1.68575,1.22058,14.43138,15.51496,12.82437,0.59685,0.77545,0.12316,2.53009,5.69663,0.57690,0.92905,1.07291,2.27538,-7.02358,-5.67040,-7.57013,0.46381,-0.49667,-0.61474,-5.84372,-4.76219,-6.43838,0.32718,0.30284,0.69276,98.00000,0.69998,13.63380,9.73675,0.04873,0.59394,-4.62637,-11.45289,-15.96106,-17.73122,-34.62183,-23.47701,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010_02,wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010,2014-06-04 23:00:00,23.00000,23.00000,3.00000,-86.57540,38.30762,18.31793,63.85358,0.00000,16.24934,-0.83793,15.51153,55.65520,65.25495,46.84325,3.64061,2.27011,3.67356,13.93579,29.44242,1.86680,6.30666,-0.97783,0.93713,19.20945,23.69280,15.19501,1.88381,1.99400,1.11385,-4.22723,-2.02647,-8.29158,1.02547,-0.23287,-1.12427,1629.87563,2306.82495,337.64038,321.87317,-526.45101,-174.34399,-12.82330,-2.11112,-82.98912,10.53790,-9.61819,-2.11112,827.65057,1111.39685,309.75040,205.80992,-188.25288,-81.64612,206.07699,337.71371,-16.63938,78.44087,51.77298,83.39320,0.00388,0.00499,0.00173,0.00076,0.00066,0.00024,9.01739,11.93433,7.60799,0.67315,0.35400,2.34763,-6.35039,-1.91511,-8.09651,1.02020,0.81792,1.59448,74.71271,78.08974,72.93681,0.93447,-0.49940,0.98839,80.63047,84.80007,74.64915,2.42524,-4.34013,-2.97224,14.28684,15.85991,12.60528,0.72311,-0.14454,0.34495,2.51514,6.28682,0.34715,1.50483,-0.01495,0.59018,-6.17335,-4.47335,-7.02793,0.53717,0.85023,1.19705,-5.66827,-4.94875,-6.19440,0.25787,0.17545,-0.18657,110.00000,0.90309,18.19261,7.81270,0.27601,0.67901,-4.46049,-9.71570,-17.73278,-19.47673,-38.26209,-24.53773,0.00000,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010_03,wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010,2014-06-05 00:00:00,24.00000,0.00000,4.00000,-86.09660,38.09155,6.07574,24.22280,0.00000,7.21270,-12.24219,-39.63078,51.31904,61.50429,41.18213,5.47847,-4.33616,-3.75066,7.95975,22.88340,1.08650,6.01241,-5.97605,-6.55901,19.24954,22.99455,14.02735,2.03668,0.04008,-0.69826,-3.21369,-1.60105,-5.27243,0.90195,1.01353,0.42542,1144.50288,2075.15137,0.00000,614.42438,-485.37275,-231.67358,-63.72338,0.00000,-482.77615,113.91670,-50.90008,2.11112,785.26703,1199.98755,304.17380,334.52696,-42.38354,88.59070,137.16596,282.02841,-70.35975,99.47649,-68.91103,-55.68530,0.00336,0.00491,0.00201,0.00065,-0.00052,-0.00008,8.87606,10.82568,7.24262,0.68053,-0.14132,-1.10864,-6.58865,-3.50676,-7.71586,0.80074,-0.23825,-1.59165,73.08346,75.60704,68.23236,1.60016,-1.62925,-2.48270,78.41186,82.77122,70.48170,3.40025,-2.21861,-2.02885,13.42621,15.44964,8.79850,1.36591,-0.86063,-0.41027,3.17706,5.66003,0.87139,1.14502,0.66192,-0.62678,-5.79895,-3.95408,-6.96016,0.72410,0.37440,0.51927,-5.70813,-4.75974,-6.37461,0.32435,-0.03986,0.18901,111.00000,0.96079,23.38166,6.48280,0.15402,0.66071,-4.07256,-8.43512,-16.35254,-18.40402,0.00000,0.00000,-35.99326,0.00000,0.00000,0.00000,0.00000
wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010_04,wrf-s4m9_arw_cqgmax_20140604-0000_21_26_010,2014-06-05 01:00:00,25.00000,1.00000,5.00000,-85.73940,37.75875,16.21931,75.85664,0.00000,15.69284,10.14358,51.63385,53.28226,62.84086,44.56559,4.23138,1.96321,1.33657,11.84275,25.84212,2.65675,4.84356,3.88300,2.95872,21.46015,28.95425,17.28582,2.48887,2.21062,5.95970,-3.32238,-1.42028,-6.27766,0.85419,-0.10869,0.18077,747.64646,1625.19482,0.00000,585.05557,-396.85642,-449.95654,-104.71648,-0.92825,-567.65546,134.67227,-40.99310,-0.92825,622.89895,1069.92017,254.08130,274.60855,-162.36809,-130.06738,121.22713,277.83630,-125.92444,120.89636,-15.93883,-4.19211,0.00366,0.00505,0.00201,0.00085,0.00030,0.00015,8.99704,11.31279,7.50114,0.82109,0.12098,0.48711,-6.03085,-2.51470,-8.16235,0.98350,0.55779,0.99206,71.51680,75.06036,67.26804,1.94958,-1.56665,-0.54668,75.21840,80.72623,69.33951,3.94030,-3.19346,-2.04499,13.35271,14.95326,10.34472,1.07402,-0.07350,-0.49639,3.32984,6.16234,0.53955,1.55204,0.15279,0.50231,-5.23163,-3.67307,-6.55883,0.89385,0.56732,0.28102,-5.54251,-4.19833,-6.48266,0.41048,0.16563,0.56141,139.00000,0.98535,37.03422,6.31610,0.11562,0.44127,-3.51155,-7.13564,-13.27282,-13.44478,-26.80403,-17.04674,-30.31786,0.00000,0.00000,0.00000,0.00000
